Id,SalePrice
1513,112783.91327419218
957,593576.0111667791
1171,260818.30085861706
1145,190250.1656869041
2726,215752.99167035634
703,148901.30480169953
760,103101.21240311732
1964,137928.7069474955
2512,186945.91304189918
159,138391.3776837051
1281,152469.0602117251
468,167941.53995112889
290,128396.65472335943
665,108094.74976266098
1463,246197.54397832838
1792,221094.13914364608
923,137544.99654282146
500,237276.8468869653
1408,160129.14007354804
331,93759.93885985146
170,116842.29545638394
2192,90644.90164866472
2571,302114.25445018854
2314,165510.7185923045
2647,99015.88504639767
422,445662.6444453225
2457,375821.9397573708
1838,197425.1026314167
2805,234118.25897855483
1645,152316.9015745741
1711,276381.2870387243
2825,242518.19551552495
322,340337.83283871034
2103,244014.0891643611
342,105997.09527949429
600,115802.19396058413
488,171289.74811628816
1725,287469.65991505695
2246,263703.8643995146
2847,152776.95519095383
806,239343.02296095854
530,210211.05766950353
963,171092.57894915997
2678,101483.95617527343
171,102175.71642543096
2401,459565.35967508546
805,229738.06043825566
2259,231982.87772002362
1748,194195.13095229678
1361,131169.94097028108
1677,120455.65233844145
1406,154641.29335627626
2322,245280.75053306736
688,142727.03059302166
143,129015.63749614383
804,211545.14802131086
1214,148367.5296707838
2828,153775.47130435993
1999,191936.1712417463
2467,189506.13888347804
2665,169768.11726093575
1538,372286.82773013425
398,110826.79874030329
2822,137082.64214769987
2157,154532.66779788295
1856,174759.02785806276
1269,115316.96220890619
2570,114191.55641718466
2320,234277.53509311867
1517,135667.05413509416
2304,110118.98707111379
1312,121269.84015091254
2012,143009.7854891482
506,234737.17645727287
2865,200518.0702279597
2367,106967.3516804418
554,96402.75114201792
238,121761.20685593359
1954,111382.97117152963
2488,143520.81021347732
2291,93862.75911447758
1969,109771.94016592826
2725,164061.59803214783
1482,154814.50971812828
2763,187394.08235853314
503,231985.20787672896
1584,259889.8389145576
1531,125973.63672974394
2210,150762.5889118657
459,319019.6478740093
556,122244.25376873315
1347,132628.82634463624
1290,82323.21774419876
1388,93954.9243916465
1571,388752.87335598574
2754,190308.4783830061
765,132880.64387188083
2494,117086.57189068319
2870,202098.0554456814
7,214742.3452830576
1114,254127.1692984052
2418,269286.80472314544
291,115771.5091170864
18,328727.9329579915
39,384885.36252564937
1001,252616.81932173698
2442,219599.86071621257
616,105639.54514575352
2680,83169.46839658148
1414,139313.45677926487
289,118176.94519304927
40,235438.28996756978
860,118088.71389202768
409,141299.7481599336
673,138407.59064822833
2427,173866.93014990582
2036,223527.9292350491
2564,133594.59235529293
642,136900.69868700838
1008,175281.76689915475
1908,132210.21428738834
2519,200697.97917232956
1369,110450.93333318229
2855,151366.53869947506
712,101007.88536824493
1943,118879.92651529181
1958,115384.81456276635
107,163536.94872802126
2295,193027.83431418473
704,100434.44358240266
676,128263.61434593909
259,170671.4620289366
93,293125.0268338712
106,233814.22677282788
2315,165932.40973669005
1050,104119.51758841539
1095,212453.4586640376
2709,130627.89655224701
758,145769.34150425508
1496,144182.71581177498
2370,130095.9738482385
2458,288802.4926895367
2733,130282.05196710982
161,298162.01823953487
726,171857.32617527037
845,203629.47203569204
947,253375.39363619543
2232,122275.39808863179
2563,139249.7126981882
2299,125977.7067153443
211,105542.5844969497
605,143660.80344052965
1478,215422.70931411334
2247,272409.16883615253
2274,198242.07300880918
2869,190882.35200425197
967,211940.04640510943
2656,119232.43002279376
667,174080.0656728114
1042,120834.96598006754
2023,161297.83823192294
2447,405869.00236098724
2055,122796.78906270038
2275,281663.41778216127
2204,166984.6739470065
1563,283058.22698777984
483,205139.2105724337
796,126195.7452435261
1526,165243.54001855417
2042,129320.83480304338
442,356794.03581718093
1693,308175.1876632491
1468,220041.2635677587
1430,192160.45245620015
2605,153672.70840869372
1529,197616.87782626867
335,133579.69390396087
1287,141414.58081709905
31,101527.69423177211
1785,322345.0654277664
82,162500.82401965192
2620,116686.3639909195
252,184780.3315554054
721,81755.60681781314
2165,169066.87345972154
2316,175979.66087080303
775,126665.1324092897
1558,91733.81056495696
17,238152.1247648558
1022,207150.0823129529
925,120231.35763189856
438,262177.5306173831
1270,132223.11981794864
1272,109769.45801870631
215,134755.99106051953
266,219374.73590764438
2402,250297.6567234478
1250,122730.24588298217
1984,112218.26775361689
1279,135577.4586983735
377,246707.7898537163
1252,131037.35582305762
2156,266170.5318015719
499,312698.04262740293
1374,112412.81131019763
2898,248041.55636770686
401,109674.921725582
2721,168380.47328591067
2078,242815.3895947213
2589,120299.31750471418
1946,215066.9834010533
1334,146820.08829808774
2781,220025.8883170278
431,433415.85650994134
576,190423.63618384398
1474,212546.2089732428
2254,141392.8490852159
2155,306208.65370526694
885,117549.18256872296
643,134802.56840979692
1944,120977.57015487671
480,191374.84515938564
2845,112898.25235738108
2387,295407.5849168818
2407,188035.60843802907
2527,154102.77681834894
2514,157381.7041834805
629,127088.84099024639
80,217317.49368103544
1876,118117.24972254594
1546,124816.1841917079
2518,170841.6764898397
2347,158166.04960261311
783,190943.3982149941
1322,64572.640406274804
194,93271.8318114869
1770,274701.67379490455
2143,128203.59143621265
1229,199614.9933908071
511,281332.0363775184
46,205701.28778106725
1348,145946.95569401057
2465,182971.58198437706
387,221357.5655975207
873,226989.59884889922
1918,127696.8142099194
2764,246461.06749684288
2184,125652.38486083949
934,143909.67738498215
1920,122392.83493376845
2631,134025.25460973597
1768,705387.0066501062
2040,128818.56418291318
1749,207139.9912255513
834,213599.3885764283
1457,218252.20540614874
79,131002.64416122867
2302,113386.50559461465
1817,143921.26618459972
2755,221529.69613540013
359,165136.34463759576
2059,102938.88609668265
2092,249240.26738791735
2516,214466.6352265741
150,110900.25015910297
1656,143297.54233866124
83,102004.20741618125
2411,171922.24637552933
795,93210.12435306779
2312,202087.70262396534
2917,110093.18050244781
1624,178586.39241057314
2215,299549.63299211836
1211,139433.68709645263
1485,156368.7431483697
1024,159535.60949317893
570,179836.89966855844
2874,146327.51366775043
700,129614.68636785029
2756,196829.38224972613
2022,179979.4981553738
583,223887.05913875406
2392,382687.0392839822
2424,186685.2350257738
212,111186.44174567611
736,134652.35611157038
1610,155119.4669111754
890,112400.05206522121
467,171071.93132399433
578,223082.04190654645
1747,199695.42065762958
1149,161241.5438588864
2758,231496.96087827082
857,140692.53012026986
2219,293876.9329695148
733,108306.182952719
2909,115478.55562263157
1798,246188.77033448595
235,107684.15254183888
2366,128665.89614771625
1027,124565.45354771538
1195,144713.93990939742
1303,63736.45792065437
148,178547.00182510284
608,141781.60485859774
2515,183705.6449707979
821,268083.3322536087
2500,261219.0816515507
745,113766.15188074076
741,120952.35560628481
1611,146643.67297076335
2532,114310.7850422381
1081,241420.5564751782
1692,434623.74626307725
2520,181114.03070310928
276,110326.91048803531
1992,132241.27075946116
663,60766.56747106075
418,127333.9602605887
1733,189635.59689088137
2359,144821.9936134361
253,178592.05231977892
1518,170475.18859243213
2035,127497.23228741507
2919,84709.92704564458
1540,243068.6814390016
2120,139618.43529016396
1674,163926.16498213384
256,146870.81444080872
2361,95978.82948180084
978,90409.87693913975
2280,156098.48527852178
2095,210436.38094165106
1709,335674.5461645683
2801,240585.52700019514
1246,113536.58823279921
2373,106260.79171842075
1055,290912.9727819724
2017,127981.98267181111
1099,239564.07084240255
1344,109559.08606607707
835,181816.6226856913
1117,193292.16362647753
2043,102623.3307232155
2085,119792.7811728672
410,144753.91329565187
2650,119858.72304984316
2867,169023.62677669822
1668,107739.21072289825
1161,165142.13911958784
2122,178353.66863821456
2539,131590.8735924001
1047,150161.15721793348
1445,121666.98386648372
541,124792.60908426745
569,182683.656767436
1276,118434.51143487029
918,158943.50901022062
326,153207.44386175222
1936,122762.42751216753
895,91858.43204347217
257,135817.5839390084
1241,182219.14079405405
1545,132813.5773900475
1189,173754.49871590306
270,153305.81054020172
2066,187943.95349613926
693,122317.23422355158
1259,150056.0773337393
2916,126682.71439666799
2321,281172.82329279167
1977,100060.15083397282
1895,131036.67724601996
1240,176639.788609324
85,146429.66044804954
1823,116554.84851987293
825,298116.53254342265
110,215355.46663918576
697,136096.7263124195
2297,112184.57643498445
1231,132889.57527440524
1355,133867.86003134973
968,371066.1085581266
584,190047.51461437723
1315,135074.10110962234
1606,144396.69069998132
206,111139.33086688345
1685,357875.1427925623
2016,133726.53736204767
869,199238.96578515996
2135,124557.65340533029
2346,169812.32654862927
2430,233405.58344843058
2198,93362.76743736854
2652,122465.10595118786
27,108227.70453328128
241,159353.42720021494
906,107659.92882992864
1506,111827.17056469647
2098,375654.179206926
1435,208993.74780998533
2213,128793.53149555616
1274,139880.8618647703
743,56643.72768048242
1737,188059.75110984655
2797,288826.07827470585
2185,79748.83555975977
58,176541.2808559948
830,198727.284365856
808,122226.68081128935
680,135102.81161934417
1153,113612.80973039914
1291,146444.02715475438
1818,144270.70437135347
2161,182381.72780406647
1883,117898.18674891163
350,374119.32104265416
2473,139392.93381661974
295,164708.7582828758
293,207627.2817283424
859,123183.29126092166
288,77862.56866464681
1578,140284.58670563775
102,167982.02659298255
2831,172670.55229644713
1030,138866.42312742458
2551,140049.90938139733
1286,150432.41831670312
958,318093.3966262675
776,120490.12826393265
72,237651.17225972042
2263,238252.76661322292
1866,168877.3371525649
2876,89174.84541122452
2146,239503.2746149513
103,184372.44322044164
1500,156789.62577024297
492,177588.09689834472
167,133341.30938999253
2597,119994.05139484038
2685,101742.87479554252
1035,170626.2600651285
1220,78339.11014875761
2602,158482.1230922284
2159,202350.3989429882
695,159173.16028531097
1109,235034.98966466813
640,154643.64631659922
1652,146584.0202116796
2090,171599.21306712134
1188,166302.621219954
2345,223067.22147270254
1059,426711.62388175755
2751,222456.4783832782
128,201427.18120907902
1523,170088.20978617726
2925,180197.43437613678
2145,318702.35086755967
1121,208568.8837416599
566,265573.9268901858
565,234143.763586707
1331,118784.63721030347
2928,113697.71193108456
156,140243.20495403768
797,146734.0220064923
327,94234.00349327782
2859,134166.14524813666
1453,117474.76370356913
1762,331752.5309840789
1868,207737.1576114603
1760,172715.69521761156
1113,239517.6661859737
1812,189484.16103115043
117,146384.18025787917
1142,206291.79896693127
2342,426122.594683511
927,122554.91540027708
2478,173475.5750689811
655,80847.39063729657
2064,124334.10787087154
369,253407.77369025376
2239,112902.01659323326
2732,208930.1208046925
1653,159393.5167354457
959,191894.97471067883
2395,339209.809716638
1412,107685.81344220017
271,242427.0721483318
1484,154331.86664881776
1497,144101.26725076305
552,143568.99054392384
2,114181.33005723733
1855,307033.7007109185
4,236952.03202181554
2292,147146.7660944944
134,123954.90751202375
646,99399.32423299404
42,288389.1455554591
532,218522.00113739906
713,88498.43824718737
2561,135441.2568427677
2360,127964.59682670055
1333,133738.64794511744
1407,250452.66311517244
2892,287753.5260955847
574,226334.3566193465
1227,188213.48209986862
2591,234010.67484874176
1476,221004.09711203948
1125,247371.8450502757
1446,140006.23915929507
408,113360.23563619007
1101,289630.72188277385
2251,178019.90972362636
373,167889.95122484633
2554,118311.12616586337
2382,241818.99993915163
1985,94036.64210940964
519,229106.8373793007
1093,179605.4581086701
864,240531.35001649364
2889,147704.81436563606
2308,160092.30378823247
986,155156.21463053848
1302,142342.7821736411
585,149266.476617471
2708,145031.2368352242
147,115323.63461284502
1441,222423.2966734507
383,173415.38078316802
285,147277.2546861978
181,113041.00045147618
358,186712.227883101
780,159321.9883661453
258,189484.89611189184
1865,192961.6663824248
692,135087.28788921243
2902,343483.4183380152
508,245336.21219878297
2638,133830.10521276927
36,137225.64531847124
611,154119.10553836476
2281,124257.973448691
1678,124252.3152846555
1696,468812.8501632397
1557,89223.4325454716
2180,152996.41689855108
1726,201150.57936619205
951,141563.77891380613
267,215045.70735496067
2706,127513.34532160214
2221,238607.5430089166
1357,167995.01531949706
2901,348470.8718452501
347,178452.94649094428
2164,195335.35020223568
1586,310215.69768456527
360,151494.73465609466
1769,236060.40559136
2617,172199.2448645621
1879,122891.8834054192
991,209509.8406796397
1535,110850.85001295975
1191,137568.76399138133
1579,200160.81216368647
1882,136332.85718572838
1510,124376.60201306452
2196,143513.75997820584
1845,160857.52627730957
2336,364087.9076018259
942,100599.54192424905
861,130601.82580544664
2555,107451.61077755416
1392,145819.79116917987
2099,243027.301042366
1543,131570.83948294463
948,297258.07762663136
1239,168977.40189732867
22,173963.38136580237
2796,241644.47639030765
2747,177346.01056558534
92,279640.37421898753
210,154045.80182269472
1858,204283.1970571937
2228,176826.94882671928
447,196875.8296536577
827,239234.35175485772
1649,204120.03937763686
682,122020.78968419498
2698,118577.04641589226
494,165160.28998735972
214,91633.2341506511
2441,237606.23957928785
2679,118465.84678162304
1336,124855.96179052323
465,191336.43591729895
1524,146973.77789795835
2543,114820.02424967341
631,133436.83813487587
2452,296183.1744268565
228,138470.0222373499
126,155176.23999050498
1092,215853.65842212742
1122,199012.9882828982
932,188950.50172723253
1980,105453.85622578286
2171,104689.59886684651
551,152260.10726794548
2768,166198.9693302317
2056,101923.64778496696
1159,345936.05784625857
2645,125401.1159038722
1174,182734.98198797627
2266,217947.92328252338
2462,450989.62370863726
1219,144406.97865727288
2922,159032.16786398386
118,130236.51095384348
474,169995.1695025453
2576,137416.25967991972
872,297847.93551614834
1077,201659.5160580792
1536,125447.02804616262
1150,110956.1192738402
2341,317183.08518011076
1931,141650.60180041153
2785,119575.27611699428
2538,121085.21878649722
597,203414.98213755735
464,187353.58178917973
233,220977.57599478393
2169,129234.00312973052
2123,172098.47067387257
1867,168336.46511771422
137,246227.66357223745
515,213809.21368776716
933,119801.11307491886
2784,166270.42104942218
972,177152.27683415162
599,150870.6944967595
2614,128189.72892344669
2582,130819.94131975646
1409,190859.04571987587
175,89754.47738627388
352,210590.99151250123
976,105468.72694938786
2134,196515.24669120906
984,112131.14960310164
2396,364768.89482260623
1673,149212.98880281296
404,126391.38685792295
607,146632.022200468
814,138562.73446768828
868,187242.96884192218
2271,186455.50514462424
1633,216431.78291993774
337,139529.6220705505
2765,158266.58146580873
1746,253677.06222512067
368,290696.85504790023
2806,215988.46769161918
1662,172279.04624545388
1234,204751.7698510245
1373,120430.13042784535
1672,106581.09143423122
1939,111706.73832055111
